1,1
2,1
3,1
4,1
5,1
6,1
7,2
8,2
9,2
10,2
11,2
12,3
13,3
14,3
15,3
16,3
17,4
18,4
19,4
20,4
21,5
22,5
23,5
24,5
25,5
26,6
27,6
28,6
29,6
30,6
31,7
32,7
33,7
34,7
35,7
36,8
37,8
38,8
39,8
40,9
41,9
42,9
43,9
44,9
45,10
46,10
47,10
48,10
49,10
50,11
51,11
52,11
53,11
54,11
55,12
56,12
57,12
58,12
59,12
60,13
61,13
62,13
63,13
64,14
65,14
66,14
67,14
68,14
69,15
70,15
71,15
72,15
73,15
74,16
75,16
76,16
77,16
78,16
79,17
80,17
81,17
82,17
83,17
84,18
85,18
86,18
87,18
88,19
89,19
90,19
91,19
92,19
93,20
94,20
95,20
96,20
97,20
98,21
99,21
100,21
101,21
102,21
103,22
104,22
105,22
106,22
107,23
108,23
109,23
110,23
111,23
112,24
113,24
114,24
115,24
116,24
117,25
118,25
119,25
120,25
121,25
122,26
123,26
124,26
125,26
126,26
127,27
128,27
129,27
130,27
131,28
132,28
133,28
134,28
135,28
136,29
137,29
138,29
139,29
140,29
141,30
142,30
143,30
144,30
145,30
146,31
147,31
148,31
149,31
150,31
151,32
152,32
153,32
154,32
155,33
156,33
157,33
158,33
159,33
160,34
161,34
162,34
163,34
164,34
165,35
166,35
167,35
168,35
169,35
170,36
171,36
172,36
173,36
174,37
175,37
176,37
177,37
178,37
179,38
180,38
181,38
182,38
183,38
184,39
185,39
186,39
187,39
188,39
189,40
190,40
191,40
192,40
193,40
194,41
195,41
196,41
197,41
198,42
199,42
200,42
201,42
202,42
203,43
204,43
205,43
206,43
207,43
208,44
209,44
210,44
211,44
212,44
213,45
214,45
215,45
216,45
217,46
218,46
219,46
220,46
221,46
222,47
223,47
224,47
225,47
226,47
227,48
228,48
229,48
230,48
231,48
232,49
233,49
234,49
235,49
236,49
237,50
238,50
239,50
240,50
241,51
242,51
243,51
244,51
245,51
246,52
247,52
248,52
249,52
250,52
251,53
252,53
253,53
254,53
255,53
256,54
257,54
258,54
259,54
260,54
261,55
262,55
263,55
264,55
265,56
266,56
267,56
268,56
269,56
270,57
271,57
272,57
273,57
274,57
275,58
276,58
277,58
278,58
279,58
280,59
281,59
282,59
283,59
284,60
285,60
286,60
287,60
288,60
289,61
290,61
291,61
292,61
293,61
294,62
295,62
296,62
297,62
298,62
299,63
300,63
301,63
302,63
303,63
304,64
305,64
306,64
307,64
308,65
309,65
310,65
311,65
312,65
313,66
314,66
315,66
316,66
317,66
318,67
319,67
320,67
321,67
322,67
323,68
324,68
325,68
326,68
327,68
328,69
329,69
330,69
331,69
332,70
333,70
334,70
335,70
336,70
337,71
338,71
339,71
340,71
341,71
342,72
343,72
344,72
345,72
346,72
347,73
348,73
349,73
350,73
351,74
352,74
353,74
354,74
355,74
356,75
357,75
358,75
359,75
360,75
361,76
362,76
363,76
364,76
365,76
366,77
367,77
368,77
369,77
370,77
371,78
372,78
373,78
374,78
375,79
376,79
377,79
378,79
379,79
380,80
381,80
382,80
383,80
384,80
385,81
386,81
387,81
388,81
389,81
390,82
391,82
392,82
393,82
394,82
395,83
396,83
397,83
398,83
399,84
400,84
401,84
402,84
403,84
404,85
405,85
406,85
407,85
408,85
409,86
410,86
411,86
412,86
413,86
414,87
415,87
416,87
417,87
418,88
419,88
420,88
421,88
422,88
423,89
424,89
425,89
426,89
427,89
428,90
429,90
430,90
431,90
432,90
433,91
434,91
435,91
436,91
437,91
438,92
439,92
440,92
441,92
442,93
443,93
444,93
445,93
446,93
447,94
448,94
449,94
450,94
451,94
452,95
453,95
454,95
455,95
456,95
457,96
458,96
459,96
460,96
461,96
462,97
463,97
464,97
465,97
466,98
467,98
468,98
469,98
470,98
471,99
472,99
473,99
474,99
475,99
476,100
477,100
478,100
479,100
480,100
481,101
482,101
483,101
484,101
485,102
486,102
487,102
488,102
489,102
490,103
491,103
492,103
493,103
494,103
495,104
496,104
497,104
498,104
499,104
500,105
501,105
502,105
503,105
504,105
505,106
506,106
507,106
508,106
509,107
510,107
511,107
512,107
513,107
514,108
515,108
516,108
517,108
518,108
519,109
520,109
521,109
522,109
523,109
524,110
525,110
526,110
527,110
528,110
529,111
530,111
531,111
532,111
533,112
534,112
535,112
536,112
537,112
538,113
539,113
540,113
541,113
542,113
543,114
544,114
545,114
546,114
547,114
548,115
549,115
550,115
551,115
552,116
553,116
554,116
555,116
556,116
557,117
558,117
559,117
560,117
561,117
562,118
563,118
564,118
565,118
566,118
567,119
568,119
569,119
570,119
571,119
572,120
573,120
574,120
575,120
576,121
577,121
578,121
579,121
580,121
581,122
582,122
583,122
584,122
585,122
586,123
587,123
588,123
589,123
590,123
591,124
592,124
593,124
594,124
595,124
596,125
597,125
598,125
599,125
600,126
601,126
602,126
603,126
